agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
UNAIDS,UNAIDS,2015,196250098,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2015,23291335,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2015,6365170,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2015,745714467,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2015,3726179691,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2015,348265392,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2015,222817431,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2015,432297007.1,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2015,871000,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2015,341374604,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2015,351554265,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2015,49528579,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2015,398197216.7,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2015,581259701,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2015,57280000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2015,48643700,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2015,735692970.8,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2015,2778623534,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2015,19380183.75,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2015,1067460516,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2015,3835891146,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2015,106205809.3,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2015,77899231.23,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2015,250304787.3,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2015,5618983.239,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2015,1161611,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2015,24244069.72,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2015,15575,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2015,29003000,Assessed contributions,Assessed contributions,R01,R01
UNODC,UNODC,2015,4305620,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2015,234387804,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2015,7460000,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2015,396000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNOPS,UNOPS,2015,682880000,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2015,577591847,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2015,611448924,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2015,23689000,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2015,60827400,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2015,2439000,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2015,7505355,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2015,136053647.3,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2015,170925798.7,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWOMEN,UNWOMEN,2015,4503000,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2015,14647529.27,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2015,2930322.002,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2015,6147505.23,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2015,2771359326,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2015,2093877976,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2015,682560364,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2015,35911241.17,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2015,20901991.93,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UPU,UPU,2015,13128961.65,Revenue from other activities,Revenue from other activities,R04,R04
WFP,WFP,2015,339147919.1,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2015,4468563183,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2015,103162433.9,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2015,467499153,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2015,111729645,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2015,1856625919,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2015,39286690,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2015,17962325.93,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2015,10347717.98,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2015,357101347.9,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2015,65842583.25,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2015,5488330.979,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WMO,WMO,2015,5087404.642,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2015,3085771.948,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2015,198009349.1,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2015,20703371.34,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2015,22834141.27,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2016,8282141000,Assessed contributions,Assessed contributions,R01,R01
DPKO,DPKO,2016,392407000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2016,51808000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2016,487423968.3,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2016,770409171,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2016,38613000,Revenue from other activities,Revenue from other activities,R04,R04
IFAD,IFAD,2016,418292000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2016,108504000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2016,398695000,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2016,252406812,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2016,18800000,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2016,45887855,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2016,3455096,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2016,1461551770,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2016,104739271,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2016,37394000,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2016,8877416,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2016,18003584,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2016,2516000,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2016,102392503,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2016,600020013,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2016,682895704,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2016,14100000,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2016,371183270.9,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2016,251901739.5,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2016,8980150.628,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2016,77958246.68,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2016,100802180.2,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2016,19126535.45,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2016,36861689.11,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2016,5052627.907,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2016,16808714.81,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2016,119890731.7,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2016,382220.4878,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITU,ITU,2016,4745984.39,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2016,47178031.22,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2016,2329523.38,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2016,208195457.2,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2016,1978219.65,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2016,177593925,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2016,44445322,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2016,6667158,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2016,663566025,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2016,4121555285,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2016,317451513,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2016,189637685,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2016,498973266,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2016,32195000,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2016,322726978,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2016,246327427,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2016,45969646,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2016,352807797,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2016,485819404,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2016,56722000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2016,36660700,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2016,714046273.9,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2016,3207863109,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2016,15239211.64,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2016,1185963513,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2016,3571337357,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2016,126396849.6,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2016,71374501.05,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2016,227904498.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2016,5394368.379,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2016,114000,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2016,23267212,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2016,300788,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2016,30142000,Assessed contributions,Assessed contributions,R01,R01
UNODC,UNODC,2016,3690000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2016,297173000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2016,11199000,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2016,789934000,Revenue from other activities,Revenue from other activities,R04,R04
UNRWA,UNRWA,2016,608674154,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2016,600813179,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2016,65197658,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2016,49527398,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2016,16653156,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2016,7615100,Assessed contributions,Assessed contributions,R01,R01
