agency,sub_agency,calendar_year,amount,sub_type_name,rev_type,rev_code,sub_type
UNHABITAT,UNHABITAT,2019,2581348.88,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,521065.59,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,794023.4,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,-1259290.14,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,575480.88,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,220263.86,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,3241790.37,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,17323139.36,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,3499500.01,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,17378351.11,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,-401444.21,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,3524830.33,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,-274846.61,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,30097848.67,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,7151091.7,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,1377634.56,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,1310286.85,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,2033563.04,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,1375331.18,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,1323257.33,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,34950,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,1488909.09,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,1276108.49,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,528822.52,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,786727.12,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,10602211.05,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,1483541.22,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UNHABITAT,2019,1332153.82,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,661412.81,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,1137085.9,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,432008.06,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,2353982.47,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,912251.52,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNHABITAT,UNHABITAT,2019,92712.32,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNHABITAT,UNHABITAT,2019,3433412,Local resources,Voluntary non-core (earmarked) contributions,R03,R03D
UNHABITAT,UNHABITAT,2019,6206627.93,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
UNHABITAT,UNHABITAT,2019,1577341.89,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UNHABITAT,2019,-21836,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,40000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,52500,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,15350825.53,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,383041,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,567476,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,1769746.24,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNHABITAT,UNHABITAT,2019,20311907.6,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,3445894.62,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,1172440.68,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHABITAT,UNHABITAT,2019,160000,Voluntary untied contributions,Voluntary core (un-earmarked) contributions,R02,R02A
UNAIDS,UNAIDS,2018,200000,Project/ programme specific contributions,Voluntary non-core (earmarked) contributions,R03,R03E
ICAO,ICAO,2017,79944443.63,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2017,114008476.4,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2017,22266023.17,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2017,7485503.365,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2017,18802636.61,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2017,40553794.08,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2017,25261000,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2017,198867270,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2017,443395667,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2017,316326778,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2017,261277654,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2017,70816887,Revenue from other activities,Revenue from other activities,R04,R04
UNOPS,UNOPS,2017,834003966,Revenue from other activities,Revenue from other activities,R04,R04
UNWOMEN,UNWOMEN,2017,8314200,Assessed contributions,Assessed contributions,R01,R01
UNWOMEN,UNWOMEN,2017,146408646,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNWOMEN,UNWOMEN,2017,214240865,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWOMEN,UNWOMEN,2017,9553000,Revenue from other activities,Revenue from other activities,R04,R04
UN,UNRISD,2017,1903909,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UN,UNRISD,2017,271099,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2017,47754500,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2017,703337927.4,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2017,3271077051,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2017,173687675.7,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNHCR,UNHCR,2017,30662433.36,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2017,141879428.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2017,10673734.49,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2017,13563771.7,Assessed contributions,Assessed contributions,R01,R01
UNHABITAT,UN-HABITAT,2017,2692810.7,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNSSC,UNSSC,2017,4183646.8,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNSSC,UNSSC,2017,6713518.21,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNSSC,UNSSC,2017,451540.94,Revenue from other activities,Revenue from other activities,R04,R04
ICC,ICC,2017,167335329.7,Assessed contributions,Assessed contributions,R01,R01
ICC,ICC,2017,1985393.07,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICC,ICC,2017,453912.7838,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2017,0,Assessed contributions,Assessed contributions,R01,R01
UNICEF,UNICEF,2017,1278100386,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2017,0,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNICEF,UNICEF,2017,145744994,Revenue from other activities,Revenue from other activities,R04,R04
UNICEF,UNICEF,2017,0,Assessed contributions,Assessed contributions,R01,R01
UNICEF,UNICEF,2017,5152898225,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2017,391030136,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2017,5588498310,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2017,20349650,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
WFP,WFP,2017,430959733,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2017,49453975,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2017,14880494,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2017,1450077826,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2017,0,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
IOM,IOM,2017,100289705,Revenue from other activities,Revenue from other activities,R04,R04
UNFCCC,UNFCCC,2017,38043022.94,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFCCC,UNFCCC,2017,14949449,Revenue from other activities,Revenue from other activities,R04,R04
UNFCCC,UNFCCC,2017,30521614.02,Assessed contributions,Assessed contributions,R01,R01
UNFCCC,UNFCCC,2017,2184027.39,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2017,0,Assessed contributions,Assessed contributions,R01,R01
UNFPA,UNFPA,2017,349914000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2017,717589000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2017,92694000,Revenue from other activities,Revenue from other activities,R04,R04
UNU,UNU,2017,48747514,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2017,58090868,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2017,102392503,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2017,614189946,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2017,716469705,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2017,4237462036,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2017,7338858,UN Inter-agency pooled funds,Voluntary non-core (earmarked) contributions,R03,R03A
UNDP,UNDP,2017,344324601,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2017,647298017,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2017,559226192,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2017,624912870,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2017,54753966,Revenue from other activities,Revenue from other activities,R04,R04
UNWTO,UNWTO,2017,2696449.223,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2017,16281150.54,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2017,5324177.67,Revenue from other activities,Revenue from other activities,R04,R04
UNIDO,UNIDO,2017,79728221.03,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2017,255799554.7,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2017,3286767.551,Revenue from other activities,Revenue from other activities,R04,R04
UNCDF,UNCDF,2017,9686964,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNCDF,UNCDF,2017,46743498,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNCDF,UNCDF,2017,3294563,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2017,172883829,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2017,52112923,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2017,8040694,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2017,342045000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2017,14510000,Revenue from other activities,Revenue from other activities,R04,R04
UNODC,UNODC,2017,4063000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2017,30638000,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2017,7912684.588,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2017,434492117.1,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2017,259541532.7,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2017,601254.6012,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2017,199897750.5,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2017,21364816.68,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2017,557359.8671,Revenue from other activities,Revenue from other activities,R04,R04
WTO,WTO,2017,1390850.532,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2017,125143149.3,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2017,655354.8057,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITU,ITU,2017,10193118.61,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2017,46562372.19,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2017,5040813.906,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WMO,WMO,2017,2013292.434,Revenue from other activities,Revenue from other activities,R04,R04
WMO,WMO,2017,69814621.68,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2017,17016333.33,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2017,369522195,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2017,292995139,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2017,20684803,Revenue from other activities,Revenue from other activities,R04,R04
UPU,UPU,2017,36961495.91,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2017,16570358.9,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UPU,UPU,2017,15726451.94,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2017,2058474774,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2017,179279352,Revenue from other activities,Revenue from other activities,R04,R04
WHO,WHO,2017,456710549,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2017,80830696,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
CTBTO,CTBTO,2017,2113268,Revenue from other activities,Revenue from other activities,R04,R04
CTBTO,CTBTO,2017,119158506,Assessed contributions,Assessed contributions,R01,R01
CTBTO,CTBTO,2017,6742469,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2017,952965.2352,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WIPO,WIPO,2017,11415132.92,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2017,392178936.6,Revenue from other activities,Revenue from other activities,R04,R04
WIPO,WIPO,2017,18230061.35,Assessed contributions,Assessed contributions,R01,R01
DPKO,DPKO,2017,342939000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2017,79091000,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2017,7853485000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2017,473949640.3,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2017,751094912.4,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2017,38500213,Revenue from other activities,Revenue from other activities,R04,R04
IFAD,IFAD,2017,306323000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IFAD,IFAD,2017,104016000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IFAD,IFAD,2017,8512000,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2017,35452560,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2017,28868663,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
ITC,ITC,2017,61562342,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2017,1240858,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2017,2578222622,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2017,2279256218,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2017,623014141.5,Revenue from other activities,Revenue from other activities,R04,R04
UNITAR,UNITAR,2017,152304.09,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2017,32114808.21,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2017,487674.28,Revenue from other activities,Revenue from other activities,R04,R04
DPKO,DPKO,2010,7827988000,Assessed contributions,Assessed contributions,R01,R01
FAO,FAO,2010,507463000,Assessed contributions,Assessed contributions,R01,R01
IAEA,IAEA,2010,392158607.8,Assessed contributions,Assessed contributions,R01,R01
ICAO,ICAO,2010,77483275,Assessed contributions,Assessed contributions,R01,R01
ILO,ILO,2010,408828555.4,Assessed contributions,Assessed contributions,R01,R01
IMO,IMO,2010,42821762.69,Assessed contributions,Assessed contributions,R01,R01
IOM,IOM,2010,38154427,Assessed contributions,Assessed contributions,R01,R01
ITC,ITC,2010,34588000,Assessed contributions,Assessed contributions,R01,R01
ITU,ITU,2010,135355860.5,Assessed contributions,Assessed contributions,R01,R01
PAHO,PAHO,2010,98325000,Assessed contributions,Assessed contributions,R01,R01
UN,UN,2010,2166522053,Assessed contributions,Assessed contributions,R01,R01
UNEP,UNEP,2010,220982969,Assessed contributions,Assessed contributions,R01,R01
UNESCO,UNESCO,2010,377289657,Assessed contributions,Assessed contributions,R01,R01
UNHCR,UNHCR,2010,39640800,Assessed contributions,Assessed contributions,R01,R01
UNIDO,UNIDO,2010,102896934.8,Assessed contributions,Assessed contributions,R01,R01
UNITAR,UNITAR,2010,0,Assessed contributions,Assessed contributions,R01,R01
UNWTO,UNWTO,2010,15982977.39,Assessed contributions,Assessed contributions,R01,R01
UPU,UPU,2010,37448157.73,Assessed contributions,Assessed contributions,R01,R01
WHO,WHO,2010,472557200,Assessed contributions,Assessed contributions,R01,R01
WIPO,WIPO,2010,18296448,Assessed contributions,Assessed contributions,R01,R01
WMO,WMO,2010,65680557.48,Assessed contributions,Assessed contributions,R01,R01
WTO,WTO,2010,202102144,Assessed contributions,Assessed contributions,R01,R01
IFAD,IFAD,2010,354457000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
IOM,IOM,2010,6489949,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHABITAT,UN-HABITAT,2010,28320193,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNAIDS,UNAIDS,2010,227446000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNDP,UNDP,2010,967132000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNEP,UNEP,2010,0,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNFPA,UNFPA,2010,498100000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNHCR,UNHCR,2010,343293498.5,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNICEF,UNICEF,2010,557330000,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNITAR,UNITAR,2010,307365.1,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNODC,UNODC,2010,16115234,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
UNRWA,UNRWA,2010,378137753,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WFP,WFP,2010,303833622.2,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
WHO,WHO,2010,123538947,Voluntary core (un-earmarked) contributions,Voluntary core (un-earmarked) contributions,R02,R02
DPKO,DPKO,2010,33155000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
FAO,FAO,2010,891302293,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IAEA,IAEA,2010,201752551.6,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ICAO,ICAO,2010,128823470,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ILO,ILO,2010,248421000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IMO,IMO,2010,10537559.48,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
IOM,IOM,2010,1050965901,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITC,ITC,2010,39985000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
ITU,ITU,2010,11635068.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
PAHO,PAHO,2010,740950528,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UN,UN,2010,1361094000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHABITAT,UN-HABITAT,2010,165934162,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNAIDS,UNAIDS,2010,33778000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNDP,UNDP,2010,4311322000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNEP,UNEP,2010,174128745,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNESCO,UNESCO,2010,322778316,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNFPA,UNFPA,2010,357232000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNHCR,UNHCR,2010,1520538785,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNICEF,UNICEF,2010,2717726000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNIDO,UNIDO,2010,228546250.8,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNITAR,UNITAR,2010,19265816.07,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNODC,UNODC,2010,237693616,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNRWA,UNRWA,2010,12757064,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNU,UNU,2010,37039000,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
UNWTO,UNWTO,2010,8313963.52,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WFP,WFP,2010,3845170125,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WHO,WHO,2010,1441730375,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WIPO,WIPO,2010,9568832,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WMO,WMO,2010,24717747.09,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
WTO,WTO,2010,30942764.64,Voluntary non-core (earmarked) contributions,Voluntary non-core (earmarked) contributions,R03,R03
DPKO,DPKO,2010,102945000,Revenue from other activities,Revenue from other activities,R04,R04
FAO,FAO,2010,27349000,Revenue from other activities,Revenue from other activities,R04,R04
IAEA,IAEA,2010,4276304.72,Revenue from other activities,Revenue from other activities,R04,R04
ICAO,ICAO,2010,16970351,Revenue from other activities,Revenue from other activities,R04,R04
ILO,ILO,2010,16500000,Revenue from other activities,Revenue from other activities,R04,R04
IMO,IMO,2010,21017203.84,Revenue from other activities,Revenue from other activities,R04,R04
IOM,IOM,2010,61359439,Revenue from other activities,Revenue from other activities,R04,R04
ITC,ITC,2010,1713000,Revenue from other activities,Revenue from other activities,R04,R04
ITU,ITU,2010,26490943.36,Revenue from other activities,Revenue from other activities,R04,R04
PAHO,PAHO,2010,10864405,Revenue from other activities,Revenue from other activities,R04,R04
UN,UN,2010,154477000,Revenue from other activities,Revenue from other activities,R04,R04
UNHABITAT,UN-HABITAT,2010,4062000,Revenue from other activities,Revenue from other activities,R04,R04
UNAIDS,UNAIDS,2010,4794000,Revenue from other activities,Revenue from other activities,R04,R04
UNDP,UNDP,2010,463042000,Revenue from other activities,Revenue from other activities,R04,R04
UNEP,UNEP,2010,0,Revenue from other activities,Revenue from other activities,R04,R04
UNESCO,UNESCO,2010,64535367,Revenue from other activities,Revenue from other activities,R04,R04
UNFPA,UNFPA,2010,34900000,Revenue from other activities,Revenue from other activities,R04,R04
UNHCR,UNHCR,2010,6561219.15,Revenue from other activities,Revenue from other activities,R04,R04
